order_id,order_date,order_time,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,sales_amount,payment_method,total_price,order_month,weekdays/weekends,revenue_bucket,order_weekname,order_hourly,hourly_bucket
ORD000031,5/20/2024,3:20:00 PM,CUST01947,PROD0245,STR003,Offline,2,30217.68,0,60435.36,Card,60435.36,May,Weekday,High Revnue,Monday,15,Afternoon
ORD000032,12/2/2025,7:00:00 PM,CUST00290,PROD0247,STR009,Online,1,42411.88,10,38170.69,UPI,42411.88,December,Weekday,Medium Revenue,Tuesday,19,Evening
ORD000033,9/7/2025,3:49:00 PM,CUST00798,PROD0187,STR010,Online,1,40128.2,15,34108.97,UPI,40128.2,September,Weekend,Medium Revenue,Sunday,15,Afternoon
ORD000034,1/1/2025,3:33:00 PM,CUST01101,PROD0002,STR013,Offline,4,44634.91,0,178539.64,Cash,178539.64,January,Weekday,Very High Revenue,Wednesday,15,Afternoon
ORD000035,12/1/2024,3:12:00 PM,CUST01068,PROD0016,STR001,Online,2,14677.25,20,23483.6,Cash,29354.5,December,Weekend,Medium Revenue,Sunday,15,Afternoon
ORD000036,3/8/2025,7:01:00 PM,CUST02237,PROD0138,STR004,Online,3,17340.85,0,52022.55,UPI,52022.55,March,Weekend,High Revnue,Saturday,19,Evening
ORD000037,5/27/2025,9:35:00 AM,CUST01069,PROD0207,STR001,Offline,2,47829.03,0,95658.06,Cash,95658.06,May,Weekday,High Revnue,Tuesday,9,Morning
ORD000038,2/22/2025,10:36:00 AM,CUST00937,PROD0145,STR013,Online,4,44696.43,10,160907.15,UPI,178785.72,February,Weekend,Very High Revenue,Saturday,10,Morning
ORD000039,6/28/2025,7:34:00 PM,CUST01819,PROD0030,STR007,Offline,3,3465.89,15,8838.02,Cash,10397.67,June,Weekend,Low Revenue,Saturday,19,Evening
ORD000040,3/21/2024,8:46:00 AM,CUST00452,PROD0001,STR012,Offline,1,35154.87,5,33397.13,Cash,35154.87,March,Weekday,Medium Revenue,Thursday,8,Morning
ORD000041,11/23/2024,9:28:00 PM,CUST01490,PROD0153,STR013,Offline,5,25869.99,15,109947.46,Card,129349.95,November,Weekend,Very High Revenue,Saturday,21,Evening
ORD000042,8/20/2025,4:27:00 PM,CUST02132,PROD0228,STR014,Offline,1,34080.69,20,27264.55,Card,34080.69,August,Weekday,Medium Revenue,Wednesday,16,Afternoon
ORD000043,12/3/2024,1:54:00 PM,CUST01439,PROD0161,STR010,Offline,3,32239.94,20,77375.86,UPI,96719.82,December,Weekday,High Revnue,Tuesday,13,Afternoon
ORD000044,12/18/2025,11:26:00 AM,CUST00207,PROD0242,STR009,Online,5,43043.9,20,172175.6,Card,215219.5,December,Weekday,Very High Revenue,Thursday,11,Morning
ORD000045,1/31/2025,2:21:00 PM,CUST02313,PROD0104,STR002,Online,1,13045.45,5,12393.18,UPI,13045.45,January,Weekday,Medium Revenue,Friday,14,Afternoon
ORD000046,10/6/2024,4:27:00 PM,CUST00037,PROD0133,STR008,Online,3,45553.48,15,116161.37,Card,136660.44,October,Weekend,Very High Revenue,Sunday,16,Afternoon
ORD000047,11/12/2025,1:49:00 PM,CUST00771,PROD0108,STR015,Offline,4,28600.95,5,108683.61,Cash,114403.8,November,Weekday,Very High Revenue,Wednesday,13,Afternoon
ORD000048,11/26/2024,11:29:00 AM,CUST01749,PROD0178,STR003,Offline,1,7000.19,15,5950.16,Cash,7000.19,November,Weekday,Low Revenue,Tuesday,11,Morning
ORD000049,2/11/2025,6:46:00 PM,CUST00906,PROD0185,STR013,Online,1,9417.58,20,7534.06,Cash,9417.58,February,Weekday,Low Revenue,Tuesday,18,Evening
ORD000050,5/10/2025,4:01:00 PM,CUST00877,PROD0243,STR004,Online,4,1959.27,15,6661.52,Cash,7837.08,May,Weekend,Low Revenue,Saturday,16,Afternoon
ORD000052,7/10/2024,4:22:00 PM,CUST01775,PROD0012,STR012,Online,3,12573.08,15,32061.35,Card,37719.24,July,Weekday,Medium Revenue,Wednesday,16,Afternoon
ORD000053,11/4/2025,7:34:00 PM,CUST01928,PROD0236,STR007,Online,3,39562.5,0,118687.5,UPI,118687.5,November,Weekday,Very High Revenue,Tuesday,19,Evening
ORD000054,3/9/2025,3:37:00 PM,CUST01794,PROD0166,STR015,Offline,1,5970.15,5,5671.64,Card,5970.15,March,Weekend,Low Revenue,Sunday,15,Afternoon
ORD000055,10/31/2024,11:26:00 AM,CUST01441,PROD0045,STR012,Online,2,16274.38,10,29293.88,UPI,32548.76,October,Weekday,Medium Revenue,Thursday,11,Morning
ORD000056,10/17/2024,3:59:00 PM,CUST00400,PROD0082,STR013,Offline,2,7795.46,20,12472.74,UPI,15590.92,October,Weekday,Medium Revenue,Thursday,15,Afternoon
ORD000057,12/23/2025,9:36:00 PM,CUST01584,PROD0053,STR009,Online,5,40331.67,0,201658.35,Card,201658.35,December,Weekday,Very High Revenue,Tuesday,21,Evening
ORD000058,12/7/2025,6:35:00 PM,CUST00587,PROD0160,STR003,Online,3,9116.44,5,25981.85,UPI,27349.32,December,Weekend,Medium Revenue,Sunday,18,Evening
ORD000059,2/11/2025,4:06:00 PM,CUST00018,PROD0219,STR006,Offline,4,2659.94,5,10107.77,Card,10639.76,February,Weekday,Medium Revenue,Tuesday,16,Afternoon
ORD000060,10/22/2024,7:36:00 PM,CUST01228,PROD0092,STR013,Offline,5,4138.43,10,18622.94,Cash,20692.15,October,Weekday,Medium Revenue,Tuesday,19,Evening
ORD000061,12/20/2025,6:59:00 PM,CUST00375,PROD0048,STR007,Online,5,43779.23,5,207951.34,UPI,218896.15,December,Weekend,Very High Revenue,Saturday,18,Evening
ORD000062,1/16/2024,10:15:00 PM,CUST01021,PROD0145,STR007,Offline,1,44696.43,20,35757.14,Cash,44696.43,January,Weekday,Medium Revenue,Tuesday,22,Evening
ORD000063,2/14/2024,8:49:00 PM,CUST02123,PROD0131,STR010,Online,3,11772.1,20,28253.04,UPI,35316.3,February,Weekday,Medium Revenue,Wednesday,20,Evening
ORD000064,12/25/2024,11:16:00 AM,CUST02232,PROD0031,STR010,Online,3,39654.3,0,118962.9,Cash,118962.9,December,Weekday,Very High Revenue,Wednesday,11,Morning
ORD000065,3/21/2025,6:45:00 PM,CUST00357,PROD0135,STR011,Offline,5,34580.03,10,155610.14,Card,172900.15,March,Weekday,Very High Revenue,Friday,18,Evening
ORD000066,1/7/2024,9:18:00 PM,CUST00812,PROD0223,STR009,Online,1,5177.62,10,4659.86,Cash,5177.62,January,Weekend,Low Revenue,Sunday,21,Evening
ORD000067,6/20/2024,12:38:00 PM,CUST01626,PROD0231,STR015,Offline,4,4280.91,5,16267.46,Cash,17123.64,June,Weekday,Medium Revenue,Thursday,12,Afternoon
ORD000068,3/20/2024,4:49:00 PM,CUST02191,PROD0076,STR010,Online,1,609.51,20,487.61,Cash,609.51,March,Weekday,Very Low Revenue,Wednesday,16,Afternoon
ORD000069,8/16/2024,8:02:00 PM,CUST01737,PROD0081,STR010,Online,4,3054.12,10,10994.83,Cash,12216.48,August,Weekday,Medium Revenue,Friday,20,Evening
ORD000070,6/16/2024,8:53:00 AM,CUST00261,PROD0035,STR012,Online,1,17826.77,20,14261.42,Card,17826.77,June,Weekend,Medium Revenue,Sunday,8,Morning
ORD000071,4/23/2024,11:33:00 AM,CUST01056,PROD0075,STR009,Online,5,0,0,195676.5,UPI,0,April,Weekday,Very High Revenue,Tuesday,11,Morning
ORD000072,4/28/2024,5:15:00 PM,CUST02035,PROD0102,STR011,Online,4,44309.49,15,150652.27,Card,177237.96,April,Weekend,Very High Revenue,Sunday,17,Evening
ORD000073,11/2/2024,12:19:00 PM,CUST02466,PROD0041,STR012,Offline,5,29940.55,20,119762.2,Cash,149702.75,November,Weekend,Very High Revenue,Saturday,12,Afternoon
ORD000074,4/27/2024,9:35:00 PM,CUST01612,PROD0122,STR012,Online,3,37163.54,0,111490.62,Cash,111490.62,April,Weekend,Very High Revenue,Saturday,21,Evening
ORD000075,9/7/2025,10:47:00 AM,CUST02310,PROD0158,STR015,Online,5,15723.74,20,62894.96,Cash,78618.7,September,Weekend,High Revnue,Sunday,10,Morning
ORD000076,11/17/2024,4:11:00 PM,CUST00645,PROD0137,STR011,Online,1,32106.32,20,25685.06,Card,32106.32,November,Weekend,Medium Revenue,Sunday,16,Afternoon
ORD000077,4/17/2024,2:04:00 PM,CUST00679,PROD0130,STR013,Offline,1,46762.33,5,44424.21,Cash,46762.33,April,Weekday,Medium Revenue,Wednesday,14,Afternoon
ORD000078,5/18/2025,10:14:00 AM,CUST01542,PROD0005,STR012,Online,4,38734.15,0,154936.6,UPI,154936.6,May,Weekend,Very High Revenue,Sunday,10,Morning
ORD000079,9/21/2025,9:40:00 PM,CUST01098,PROD0066,STR002,Online,1,43971.33,20,35177.06,Card,43971.33,September,Weekend,Medium Revenue,Sunday,21,Evening
ORD000080,10/28/2024,1:25:00 PM,CUST01645,PROD0166,STR012,Offline,2,5970.15,20,9552.24,Card,11940.3,October,Weekday,Low Revenue,Monday,13,Afternoon
ORD000081,1/6/2024,9:48:00 AM,CUST00861,PROD0237,STR009,Online,5,44306.56,20,177226.24,Cash,221532.8,January,Weekend,Very High Revenue,Saturday,9,Morning
ORD000082,5/17/2025,12:46:00 PM,CUST02323,PROD0070,STR001,Online,1,15345.24,20,12276.19,UPI,15345.24,May,Weekend,Medium Revenue,Saturday,12,Afternoon
ORD000083,8/20/2025,8:23:00 PM,CUST00717,PROD0060,STR004,Online,5,20559,15,87375.75,Cash,102795,August,Weekday,High Revnue,Wednesday,20,Evening
ORD000084,11/11/2025,7:37:00 PM,CUST00100,PROD0176,STR002,Offline,1,5123.33,15,4354.83,UPI,5123.33,November,Weekday,Low Revenue,Tuesday,19,Evening
ORD000085,7/14/2025,10:09:00 AM,CUST00265,PROD0147,STR001,Online,1,268.37,20,214.7,Cash,268.37,July,Weekday,Very Low Revenue,Monday,10,Morning
ORD000086,3/30/2025,2:38:00 PM,CUST02337,PROD0161,STR004,Offline,3,32239.94,10,87047.84,Card,96719.82,March,Weekend,High Revnue,Sunday,14,Afternoon
ORD000087,10/20/2024,11:41:00 AM,CUST00552,PROD0175,STR005,Online,2,12980.27,15,22066.46,Cash,25960.54,October,Weekend,Medium Revenue,Sunday,11,Morning
ORD000088,8/11/2024,12:15:00 PM,CUST01787,PROD0108,STR001,Offline,5,28600.95,0,143004.75,Cash,143004.75,August,Weekend,Very High Revenue,Sunday,12,Afternoon
ORD000089,2/29/2024,8:42:00 PM,CUST01435,PROD0013,STR003,Offline,1,5258.11,5,4995.2,UPI,5258.11,February,Weekday,Low Revenue,Thursday,20,Evening
ORD000090,10/10/2025,11:08:00 AM,CUST00947,PROD0238,STR008,Offline,1,6377.83,0,6377.83,UPI,6377.83,October,Weekday,Low Revenue,Friday,11,Morning
ORD000091,2/24/2025,8:35:00 AM,CUST01582,PROD0030,STR008,Online,4,3465.89,20,11090.85,UPI,13863.56,February,Weekday,Medium Revenue,Monday,8,Morning
ORD000092,9/20/2024,4:10:00 PM,CUST01763,PROD0147,STR012,Offline,1,268.37,15,228.11,UPI,268.37,September,Weekday,Very Low Revenue,Friday,16,Afternoon
ORD000093,4/24/2024,10:32:00 PM,CUST00408,PROD0096,STR004,Offline,3,20597.66,5,58703.33,Card,61792.98,April,Weekday,High Revnue,Wednesday,22,Evening
ORD000094,9/21/2024,6:30:00 PM,CUST02029,PROD0009,STR004,Offline,3,6280.07,15,16014.18,Cash,18840.21,September,Weekend,Medium Revenue,Saturday,18,Evening
ORD000095,8/24/2025,11:14:00 AM,CUST02191,PROD0045,STR015,Online,1,16274.38,0,16274.38,UPI,16274.38,August,Weekend,Medium Revenue,Sunday,11,Morning
ORD000096,7/16/2024,7:13:00 PM,CUST00806,PROD0050,STR015,Online,5,19545.3,0,97726.5,Cash,97726.5,July,Weekday,High Revnue,Tuesday,19,Evening
ORD000097,2/17/2024,5:55:00 PM,CUST02260,PROD0044,STR007,Offline,4,41614.01,0,166456.04,Card,166456.04,February,Weekend,Very High Revenue,Saturday,17,Evening
ORD000098,11/6/2024,2:06:00 PM,CUST00863,PROD0091,STR003,Offline,4,12072.66,15,41047.04,Cash,48290.64,November,Weekday,Medium Revenue,Wednesday,14,Afternoon
ORD000099,10/17/2024,7:55:00 PM,CUST00471,PROD0031,STR015,Offline,3,39654.3,0,118962.9,Cash,118962.9,October,Weekday,Very High Revenue,Thursday,19,Evening
ORD000100,6/29/2025,8:35:00 PM,CUST02341,PROD0156,STR010,Online,2,11964.57,5,22732.68,UPI,23929.14,June,Weekend,Medium Revenue,Sunday,20,Evening
ORD000101,2/20/2025,6:42:00 PM,CUST00683,PROD0214,STR005,Online,1,37075.72,0,37075.72,UPI,37075.72,February,Weekday,Medium Revenue,Thursday,18,Evening
ORD000102,12/19/2024,11:45:00 AM,CUST01535,PROD0160,STR007,Online,4,9116.44,5,34642.47,Card,36465.76,December,Weekday,Medium Revenue,Thursday,11,Morning
ORD000103,12/21/2025,8:58:00 PM,CUST00083,PROD0079,STR015,Online,2,34994.37,20,55990.99,UPI,69988.74,December,Weekend,High Revnue,Sunday,20,Evening
ORD000104,10/21/2025,1:27:00 PM,CUST02446,PROD0016,STR006,Offline,2,14677.25,5,27886.78,Card,29354.5,October,Weekday,Medium Revenue,Tuesday,13,Afternoon
ORD000105,4/27/2024,9:59:00 AM,CUST01721,PROD0125,STR012,Online,1,35036.92,5,33285.07,Card,35036.92,April,Weekend,Medium Revenue,Saturday,9,Morning
ORD000106,8/15/2024,11:33:00 AM,CUST01746,PROD0171,STR007,Online,5,40486.83,0,202434.15,Cash,202434.15,August,Weekday,Very High Revenue,Thursday,11,Morning
ORD000107,11/24/2024,1:31:00 PM,CUST02075,PROD0111,STR001,Offline,3,39850.92,10,107597.48,UPI,119552.76,November,Weekend,Very High Revenue,Sunday,13,Afternoon
ORD000108,3/6/2024,11:34:00 AM,CUST01841,PROD0090,STR015,Online,1,16166,15,13741.1,Cash,16166,March,Weekday,Medium Revenue,Wednesday,11,Morning
ORD000109,8/24/2025,11:11:00 AM,CUST02252,PROD0105,STR015,Online,5,38246.01,5,181668.55,Card,191230.05,August,Weekend,Very High Revenue,Sunday,11,Morning
ORD000110,9/2/2025,3:28:00 PM,CUST02495,PROD0033,STR002,Online,3,41901.35,10,113133.64,Cash,125704.05,September,Weekday,Very High Revenue,Tuesday,15,Afternoon
ORD000111,9/24/2024,10:18:00 AM,CUST00536,PROD0173,STR008,Online,2,16649.33,20,26638.93,Card,33298.66,September,Weekday,Medium Revenue,Tuesday,10,Morning
ORD000112,11/18/2025,11:01:00 AM,CUST00382,PROD0173,STR002,Online,1,16649.33,0,16649.33,UPI,16649.33,November,Weekday,Medium Revenue,Tuesday,11,Morning
ORD000113,2/17/2025,7:44:00 PM,CUST00694,PROD0010,STR009,Offline,4,418.2,0,1672.8,Cash,1672.8,February,Weekday,Low Revenue,Monday,19,Evening
ORD000114,7/23/2024,8:27:00 AM,CUST00007,PROD0075,STR014,Online,4,39135.3,0,156541.2,Card,156541.2,July,Weekday,Very High Revenue,Tuesday,8,Morning
ORD000115,4/21/2025,5:13:00 PM,CUST00556,PROD0177,STR001,Online,3,11854.41,15,30228.75,Card,35563.23,April,Weekday,Medium Revenue,Monday,17,Evening
ORD000116,6/7/2025,2:45:00 PM,CUST01800,PROD0024,STR011,Online,2,12351.11,0,24702.22,UPI,24702.22,June,Weekend,Medium Revenue,Saturday,14,Afternoon
ORD000117,7/18/2025,2:16:00 PM,CUST01586,PROD0245,STR001,Offline,1,30217.68,20,24174.14,UPI,30217.68,July,Weekday,Medium Revenue,Friday,14,Afternoon
ORD000118,12/18/2025,2:30:00 PM,CUST01602,PROD0059,STR005,Offline,1,40029.62,20,32023.7,UPI,40029.62,December,Weekday,Medium Revenue,Thursday,14,Afternoon
ORD000119,11/22/2025,3:13:00 PM,CUST00814,PROD0178,STR009,Online,2,7000.19,5,13300.36,Cash,14000.38,November,Weekend,Medium Revenue,Saturday,15,Afternoon
ORD000120,11/22/2024,10:01:00 AM,CUST00149,PROD0002,STR007,Offline,3,44634.91,15,113819.02,Cash,133904.73,November,Weekday,Very High Revenue,Friday,10,Morning
ORD000121,11/30/2024,9:55:00 AM,CUST00158,PROD0129,STR008,Online,3,38473.55,10,103878.58,Card,115420.65,November,Weekend,Very High Revenue,Saturday,9,Morning
ORD000122,1/22/2024,1:23:00 PM,CUST00843,PROD0095,STR006,Online,4,29540.25,5,112252.95,Cash,118161,January,Weekday,Very High Revenue,Monday,13,Afternoon
ORD000123,11/24/2024,8:18:00 PM,CUST00772,PROD0236,STR013,Online,5,39562.5,5,187921.88,Card,197812.5,November,Weekend,Very High Revenue,Sunday,20,Evening
ORD000124,6/11/2024,10:27:00 PM,CUST00427,PROD0218,STR014,Offline,1,11222.28,10,10100.05,Cash,11222.28,June,Weekday,Medium Revenue,Tuesday,22,Evening
ORD000125,4/20/2024,1:25:00 PM,CUST01795,PROD0057,STR001,Online,5,134.5,15,571.62,Cash,672.5,April,Weekend,Very Low Revenue,Saturday,13,Afternoon
ORD000126,10/8/2025,4:14:00 PM,CUST02367,PROD0036,STR010,Online,3,38634.63,0,115903.89,Cash,115903.89,October,Weekday,Very High Revenue,Wednesday,16,Afternoon
ORD000127,1/21/2024,10:04:00 AM,CUST00115,PROD0177,STR013,Offline,5,11854.41,0,59272.05,Card,59272.05,January,Weekend,High Revnue,Sunday,10,Morning
ORD000128,4/28/2024,2:51:00 PM,CUST00095,PROD0090,STR008,Online,5,16166,0,80830,Card,80830,April,Weekend,High Revnue,Sunday,14,Afternoon
ORD000129,5/31/2025,10:44:00 PM,CUST00558,PROD0016,STR011,Offline,1,14677.25,5,13943.39,Card,14677.25,May,Weekend,Medium Revenue,Saturday,22,Evening
ORD000130,3/2/2025,9:17:00 PM,CUST00860,PROD0147,STR006,Online,4,268.37,5,1019.81,Card,1073.48,March,Weekend,Low Revenue,Sunday,21,Evening
ORD000131,11/29/2024,9:26:00 PM,CUST00865,PROD0236,STR001,Offline,5,39562.5,0,197812.5,Cash,197812.5,November,Weekday,Very High Revenue,Friday,21,Evening
ORD000132,10/4/2025,10:59:00 PM,CUST02469,PROD0111,STR013,Offline,2,39850.92,15,67746.56,Cash,79701.84,October,Weekend,High Revnue,Saturday,22,Evening
ORD000133,8/5/2024,11:12:00 AM,CUST01343,PROD0029,STR006,Offline,1,7689.93,15,6536.44,Card,7689.93,August,Weekday,Low Revenue,Monday,11,Morning
ORD000134,7/7/2024,8:14:00 AM,CUST00721,PROD0107,STR012,Offline,1,2322.88,5,2206.74,UPI,2322.88,July,Weekend,Low Revenue,Sunday,8,Morning
ORD000135,1/12/2025,10:25:00 AM,CUST01008,PROD0066,STR004,Online,5,43971.33,5,208863.82,UPI,219856.65,January,Weekend,Very High Revenue,Sunday,10,Morning
ORD000136,4/7/2024,6:47:00 PM,CUST00004,PROD0015,STR010,Online,2,24919.94,5,47347.89,Cash,49839.88,April,Weekend,Medium Revenue,Sunday,18,Evening
ORD000137,6/22/2025,4:33:00 PM,CUST01231,PROD0246,STR015,Offline,4,7304.91,15,24836.69,UPI,29219.64,June,Weekend,Medium Revenue,Sunday,16,Afternoon
ORD000138,12/2/2025,1:14:00 PM,CUST01642,PROD0238,STR011,Offline,2,6377.83,5,12117.88,UPI,12755.66,December,Weekday,Medium Revenue,Tuesday,13,Afternoon
ORD000139,10/6/2025,7:01:00 PM,CUST00050,PROD0050,STR013,Online,5,19545.3,5,92840.18,UPI,97726.5,October,Weekday,High Revnue,Monday,19,Evening
ORD000140,11/7/2025,11:34:00 AM,CUST01742,PROD0124,STR014,Online,2,44102.32,5,83794.41,Cash,88204.64,November,Weekday,High Revnue,Friday,11,Morning
ORD000141,3/8/2024,5:28:00 PM,CUST02316,PROD0144,STR011,Online,3,43596.84,15,111171.94,Cash,130790.52,March,Weekday,Very High Revenue,Friday,17,Evening
ORD000142,11/27/2024,2:03:00 PM,CUST01798,PROD0099,STR005,Offline,4,25956.66,5,98635.31,Card,103826.64,November,Weekday,High Revnue,Wednesday,14,Afternoon
ORD000143,11/17/2025,10:40:00 AM,CUST01935,PROD0173,STR009,Online,2,16649.33,10,29968.79,Card,33298.66,November,Weekday,Medium Revenue,Monday,10,Morning
ORD000144,10/20/2025,8:10:00 PM,CUST01458,PROD0031,STR006,Offline,5,39654.3,20,158617.2,UPI,198271.5,October,Weekday,Very High Revenue,Monday,20,Evening
ORD000145,3/27/2025,10:42:00 AM,CUST02086,PROD0019,STR009,Online,1,7844.21,5,7452,Card,7844.21,March,Weekday,Low Revenue,Thursday,10,Morning
ORD000146,5/21/2025,8:10:00 PM,CUST00088,PROD0149,STR014,Online,5,24014.23,10,108064.04,UPI,120071.15,May,Weekday,Very High Revenue,Wednesday,20,Evening
ORD000147,8/31/2024,8:34:00 PM,CUST00355,PROD0025,STR010,Online,2,34989.79,5,66480.6,UPI,69979.58,August,Weekend,High Revnue,Saturday,20,Evening
ORD000148,8/30/2024,2:59:00 PM,CUST02322,PROD0088,STR011,Offline,1,26855.84,20,21484.67,Cash,26855.84,August,Weekday,Medium Revenue,Friday,14,Afternoon
ORD000149,3/2/2024,3:03:00 PM,CUST02159,PROD0187,STR009,Online,4,40128.2,5,152487.16,Cash,160512.8,March,Weekend,Very High Revenue,Saturday,15,Afternoon
ORD000150,11/16/2025,11:38:00 AM,CUST01041,PROD0111,STR014,Offline,4,39850.92,15,135493.13,UPI,159403.68,November,Weekend,Very High Revenue,Sunday,11,Morning
ORD000151,,10:20:00 AM,CUST02325,PROD0181,STR006,Offline,4,36967.04,15,125687.94,Card,147868.16,,,Very High Revenue,,10,Morning
ORD000152,12/28/2025,7:29:00 PM,CUST01882,PROD0239,STR003,Online,3,44390.58,5,126513.15,UPI,133171.74,December,Weekend,Very High Revenue,Sunday,19,Evening
ORD000153,1/7/2024,1:01:00 PM,CUST01982,PROD0221,STR015,Online,4,14209.03,20,45468.9,Card,56836.12,January,Weekend,Medium Revenue,Sunday,13,Afternoon
ORD000154,10/1/2025,5:02:00 PM,CUST00169,PROD0106,STR010,Offline,3,3629.5,0,10888.5,Cash,10888.5,October,Weekday,Medium Revenue,Wednesday,17,Evening
