order_id,order_date,order_time,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,sales_amount,payment_method
ORD000187,2025-09-24,16:06:00,CUST01251,PROD0021,STR006,Offline,1,4774.96,15,4058.72,UPI
ORD000188,2025-09-08,11:26:00,CUST02388,PROD0250,STR006,Online,2,4647.12,0,9294.24,Cash
ORD000189,2024-04-28,12:51:00,CUST00487,PROD0074,STR010,Offline,5,11585.98,10,52136.91,UPI
ORD000190,2024-10-07,18:16:00,CUST01428,PROD0024,STR007,Offline,1,12351.11,15,10498.44,Cash
ORD000191,2025-12-01,10:03:00,CUST02282,PROD0213,STR008,Offline,2,4694.67,5,8919.87,Cash
ORD000192,2025-09-08,20:30:00,CUST00824,PROD0045,STR009,Offline,2,16274.38,5,30921.32,Cash
ORD000193,2024-05-21,21:21:00,CUST01629,PROD0208,STR010,Online,5,25654.22,15,109030.44,Cash
ORD000194,2024-12-24,14:50:00,CUST00921,PROD0080,STR010,Offline,5,14304.28,15,60793.19,Card
ORD000195,2025-10-06,10:31:00,CUST00010,PROD0029,STR009,Online,2,7689.93,5,14610.87,Card
ORD000196,2025-10-28,17:45:00,CUST02301,PROD0224,STR011,Offline,3,27851.81,5,79377.66,Card
ORD000197,2025-01-18,12:44:00,CUST00135,PROD0227,STR006,Offline,1,37159.63,20,29727.7,Card
ORD000198,2024-04-02,09:05:00,CUST00392,PROD0049,STR012,Online,4,7209.9,5,27397.62,Card
ORD000199,2024-07-20,19:42:00,CUST00404,PROD0206,STR011,Online,1,10137.35,5,9630.48,UPI
ORD000200,2024-01-23,16:25:00,CUST01179,PROD0197,STR010,Offline,2,12069.81,0,24139.62,Card
ORD000201,2024-05-31,12:29:00,CUST02023,PROD0055,STR006,Online,4,30999.85,20,99199.52,UPI
ORD000202,2024-02-25,11:41:00,CUST01967,PROD0042,STR010,Offline,1,31630.77,20,25304.62,Card
ORD000203,2025-07-02,19:26:00,CUST00280,PROD0052,STR014,Offline,1,2979.67,15,2532.72,Cash
ORD000204,2025-07-03,22:04:00,CUST00529,PROD0021,STR002,Offline,4,4655.8,5,17692.04,UPI
ORD000205,2024-12-06,13:39:00,CUST00783,PROD0101,STR004,Offline,1,35038.27,0,35038.27,Cash
ORD000206,2025-11-07,17:41:00,CUST01892,PROD0094,STR013,Online,1,16448.74,0,16448.74,Card
ORD000207,2024-05-13,11:29:00,CUST01890,PROD0064,STR001,Online,4,28617.78,10,103024.01,UPI
ORD000208,2024-06-26,17:02:00,CUST00891,PROD0152,STR014,Online,4,31804.67,0,127218.68,UPI
ORD000209,2025-04-12,12:43:00,CUST02439,PROD0210,STR014,Online,3,44751.34,20,107403.22,Card
ORD000210,2025-01-26,17:06:00,CUST02250,PROD0176,STR002,Offline,2,5123.33,5,9734.33,Card
ORD000211,2024-04-21,16:45:00,CUST01589,PROD0143,STR008,Offline,5,11937.25,10,53717.62,Cash
ORD000212,2025-11-19,08:07:00,CUST01487,PROD0081,STR007,Online,3,3054.12,20,7329.89,Card
ORD000213,2025-04-21,14:26:00,CUST01475,PROD0226,STR012,Offline,5,17593.1,5,83567.22,Cash
ORD000214,2025-04-09,21:09:00,CUST02145,PROD0038,STR012,Offline,2,39912.45,20,63859.92,Card
ORD000215,2024-11-03,19:34:00,CUST00464,PROD0151,STR014,Online,3,41346.88,20,99232.51,UPI
ORD000216,2025-04-07,15:37:00,CUST02403,PROD0015,STR001,Online,2,24919.94,0,49839.88,Cash
ORD000217,2024-03-06,22:40:00,CUST02104,PROD0154,STR001,Online,2,11595.29,5,22031.05,UPI
ORD000218,2024-10-01,12:56:00,CUST01072,PROD0226,STR014,Online,1,17593.1,20,14074.48,UPI
ORD000219,2025-05-02,13:38:00,CUST01660,PROD0007,STR015,Offline,4,14770.38,20,47265.22,Cash
ORD000220,2025-03-31,20:49:00,CUST01994,PROD0019,STR013,Online,2,7844.21,10,14119.58,UPI
ORD000221,2025-01-24,14:07:00,CUST00166,PROD0026,STR014,Online,1,22550.76,20,18040.61,UPI
ORD000222,2024-02-18,09:55:00,CUST01906,PROD0055,STR012,Offline,5,30999.85,0,154999.25,Card
ORD000223,2024-10-11,17:59:00,CUST00899,PROD0096,STR006,Offline,1,20597.66,5,19567.78,Cash
ORD000224,2025-12-24,17:37:00,CUST01779,PROD0225,STR005,Online,1,30865.85,10,27779.26,UPI
ORD000225,2025-12-06,14:52:00,CUST01410,PROD0117,STR004,Online,1,23611.99,10,21250.79,Cash
ORD000226,2025-10-10,12:35:00,CUST02317,PROD0069,STR005,Offline,1,23053.38,5,21900.71,UPI
ORD000227,2024-02-28,12:27:00,CUST01549,PROD0100,STR011,Online,5,35910.88,10,161598.96,Cash
ORD000228,2024-03-08,20:10:00,CUST00262,PROD0041,STR013,Online,1,29940.55,5,28443.52,Cash
ORD000229,2024-07-13,17:30:00,CUST00879,PROD0018,STR008,Online,3,47788.27,5,136196.57,Cash
ORD000230,2025-10-14,09:45:00,CUST02498,PROD0103,STR010,Online,4,41382.73,20,132424.74,Cash
ORD000231,2024-07-05,22:50:00,CUST02413,PROD0018,STR014,Online,2,47788.27,20,76461.23,Card
ORD000232,2024-07-25,14:57:00,CUST00072,PROD0220,STR005,Online,1,24626.68,20,19701.34,Card
ORD000233,2024-08-26,17:33:00,CUST01792,PROD0069,STR013,Online,4,23053.38,10,82992.17,Cash
ORD000234,2025-08-02,13:23:00,CUST00246,PROD0249,STR003,Offline,5,38507.91,5,182912.57,Card
ORD000235,2025-01-25,19:01:00,CUST00870,PROD0084,STR010,Offline,4,19460.67,10,70058.41,Card
ORD000236,2025-10-29,17:27:00,CUST01418,PROD0233,STR004,Online,3,14270.21,20,34248.5,Cash
ORD000237,2024-03-10,17:34:00,CUST02490,PROD0076,STR014,Online,4,609.51,15,2072.33,Card
ORD000238,2024-02-17,14:49:00,CUST00616,PROD0193,STR012,Online,2,13592.15,5,25825.08,Cash
ORD000239,2025-10-22,20:14:00,CUST02176,PROD0122,STR007,Offline,2,37163.54,20,59461.66,UPI
ORD000240,2024-04-09,16:01:00,CUST02154,PROD0197,STR003,Offline,1,12069.81,5,11466.32,Cash
ORD000241,2025-07-16,14:46:00,CUST02148,PROD0172,STR013,Online,3,47567.16,15,121296.26,Card
ORD000242,2025-04-06,17:12:00,CUST00229,PROD0235,STR010,Offline,1,47755.58,0,47755.58,Cash
ORD000243,2024-07-08,18:54:00,CUST01938,PROD0147,STR015,Online,3,268.37,20,644.09,UPI
ORD000244,2024-08-25,10:36:00,CUST01777,PROD0146,STR008,Offline,5,14757.93,10,66410.68,Card
ORD000245,2025-08-07,13:08:00,CUST00238,PROD0088,STR004,Offline,4,26855.84,10,96681.02,UPI
ORD000246,2024-01-21,13:33:00,CUST00824,PROD0129,STR012,Offline,5,38473.55,20,153894.2,Cash
ORD000247,2025-12-11,16:49:00,CUST00811,PROD0225,STR015,Online,1,30865.85,15,26235.97,Card
